Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Philippines,PHL,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,126130.0
Philippines,PHL,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,125900.0
Philippines,PHL,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,125560.0
Philippines,PHL,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,125270.0
Philippines,PHL,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,124980.0
Philippines,PHL,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,124690.0
Philippines,PHL,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,124300.0
Philippines,PHL,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,122600.0
Philippines,PHL,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,121000.0
Philippines,PHL,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,121000.0
Philippines,PHL,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,120100.0
Philippines,PHL,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,117900.0
Philippines,PHL,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,115800.0
Philippines,PHL,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,113550.0
Philippines,PHL,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,114700.0
Philippines,PHL,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,112400.0
Philippines,PHL,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,111350.0
Philippines,PHL,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,111840.0
Philippines,PHL,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,112340.0
Philippines,PHL,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,112350.0
Philippines,PHL,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,112850.0
Philippines,PHL,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,113350.0
Philippines,PHL,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,111050.0
Philippines,PHL,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,110150.0
Philippines,PHL,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,110150.0
Philippines,PHL,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,110650.0
Philippines,PHL,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,111150.0
Philippines,PHL,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,111570.0
Philippines,PHL,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,111400.0
Philippines,PHL,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,111000.0
Philippines,PHL,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,110600.0
Philippines,PHL,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,110200.0
Philippines,PHL,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,109800.0
Philippines,PHL,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,109100.0
Philippines,PHL,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,108200.0
Philippines,PHL,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,107800.0
Philippines,PHL,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,107400.0
Philippines,PHL,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,106700.0
Philippines,PHL,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,106250.0
Philippines,PHL,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,103940.0
Philippines,PHL,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,101400.0
Philippines,PHL,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,100900.0
Philippines,PHL,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,96740.0
Philippines,PHL,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,91920.0
Philippines,PHL,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,88620.0
Philippines,PHL,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,85960.0
Philippines,PHL,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,84300.0
Philippines,PHL,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,82790.0
Philippines,PHL,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,83100.0
Philippines,PHL,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,82530.0
Philippines,PHL,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,82810.0
Philippines,PHL,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,83050.0
Philippines,PHL,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,81300.0
Philippines,PHL,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,81320.0
Philippines,PHL,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,81520.0
Philippines,PHL,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,78720.0
Philippines,PHL,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,77920.0
Philippines,PHL,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,77130.0
Philippines,PHL,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.5361371029949
Philippines,PHL,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.455646107925
Philippines,PHL,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.3785089043163
Philippines,PHL,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.3013717007077
Philippines,PHL,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.224234497099
Philippines,PHL,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.1102055874166
Philippines,PHL,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.0129456350404
Philippines,PHL,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.9156856826642
Philippines,PHL,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.8184257302881
Philippines,PHL,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.6876278632995
Philippines,PHL,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.1174833148875
Philippines,PHL,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.580876681088
Philippines,PHL,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.580876681088
Philippines,PHL,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.2790354495757
Philippines,PHL,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.5412013281014
Philippines,PHL,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.8369051212396
Philippines,PHL,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.082302042459
Philippines,PHL,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.4679880605024
Philippines,PHL,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.6966160244156
Philippines,PHL,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.3444679209847
Philippines,PHL,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.5088037025858
Philippines,PHL,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.6764932756481
Philippines,PHL,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.6798470671094
Philippines,PHL,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.8475366401717
Philippines,PHL,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.0152262132341
Philippines,PHL,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.2438541771473
Philippines,PHL,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.942012945635
Philippines,PHL,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.942012945635
Philippines,PHL,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.1097025186974
Philippines,PHL,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.2773920917597
Philippines,PHL,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.4182513331321
Philippines,PHL,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.3612368782909
Philippines,PHL,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.227085219841
Philippines,PHL,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.0929335613911
Philippines,PHL,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.9587819029413
Philippines,PHL,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.8246302444914
Philippines,PHL,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.5898648422041
Philippines,PHL,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.2880236106919
Philippines,PHL,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.153871952242
Philippines,PHL,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.0197202937921
Philippines,PHL,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.7849548915048
Philippines,PHL,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.6340342757487
Philippines,PHL,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.8593084482007
Philippines,PHL,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.007445417044
Philippines,PHL,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.8397558439816
Philippines,PHL,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.4445785961029
Philippines,PHL,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.8280511117819
Philippines,PHL,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.7193064824441
Philippines,PHL,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.8233913422526
Philippines,PHL,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.2639307986321
Philippines,PHL,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.7576611010528
Philippines,PHL,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.861597264132
Philippines,PHL,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.6704888352444
Philippines,PHL,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.7643666599611
Philippines,PHL,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.8448333668611
Philippines,PHL,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.2580969623818
Philippines,PHL,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.2648025212902
Philippines,PHL,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.3318581103735
Philippines,PHL,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.3930798632066
Philippines,PHL,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.1248575068732
Philippines,PHL,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.859987929994
Philippines,PHL,2021,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2020,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2019,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2018,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2017,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2016,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2015,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2014,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2013,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2012,Arable land (% of land area),AG.LND.ARBL.ZS,18.7141563537579
Philippines,PHL,2011,Arable land (% of land area),AG.LND.ARBL.ZS,18.2781634637958
Philippines,PHL,2010,Arable land (% of land area),AG.LND.ARBL.ZS,17.7750947446088
Philippines,PHL,2009,Arable land (% of land area),AG.LND.ARBL.ZS,18.4458530368582
Philippines,PHL,2008,Arable land (% of land area),AG.LND.ARBL.ZS,18.2781634637958
Philippines,PHL,2007,Arable land (% of land area),AG.LND.ARBL.ZS,17.7415568299963
Philippines,PHL,2006,Arable land (% of land area),AG.LND.ARBL.ZS,17.288794982728
Philippines,PHL,2005,Arable land (% of land area),AG.LND.ARBL.ZS,16.7857262635409
Philippines,PHL,2004,Arable land (% of land area),AG.LND.ARBL.ZS,17.1714122815843
Philippines,PHL,2003,Arable land (% of land area),AG.LND.ARBL.ZS,16.6683435623973
Philippines,PHL,2002,Arable land (% of land area),AG.LND.ARBL.ZS,16.5509608612536
Philippines,PHL,2001,Arable land (% of land area),AG.LND.ARBL.ZS,16.7152966428547
Philippines,PHL,2000,Arable land (% of land area),AG.LND.ARBL.ZS,16.8829862159171
Philippines,PHL,1999,Arable land (% of land area),AG.LND.ARBL.ZS,17.0540295804407
Philippines,PHL,1998,Arable land (% of land area),AG.LND.ARBL.ZS,17.221719153503
Philippines,PHL,1997,Arable land (% of land area),AG.LND.ARBL.ZS,17.3894087265654
Philippines,PHL,1996,Arable land (% of land area),AG.LND.ARBL.ZS,17.5570982996277
Philippines,PHL,1995,Arable land (% of land area),AG.LND.ARBL.ZS,17.7247878726901
Philippines,PHL,1994,Arable land (% of land area),AG.LND.ARBL.ZS,17.8924774457524
Philippines,PHL,1993,Arable land (% of land area),AG.LND.ARBL.ZS,18.0601670188148
Philippines,PHL,1992,Arable land (% of land area),AG.LND.ARBL.ZS,18.2278565918771
Philippines,PHL,1991,Arable land (% of land area),AG.LND.ARBL.ZS,18.402253747862
Philippines,PHL,1990,Arable land (% of land area),AG.LND.ARBL.ZS,18.3787772076332
Philippines,PHL,1989,Arable land (% of land area),AG.LND.ARBL.ZS,18.3117013784083
Philippines,PHL,1988,Arable land (% of land area),AG.LND.ARBL.ZS,18.2446255491834
Philippines,PHL,1987,Arable land (% of land area),AG.LND.ARBL.ZS,18.1775497199584
Philippines,PHL,1986,Arable land (% of land area),AG.LND.ARBL.ZS,18.1104738907335
Philippines,PHL,1985,Arable land (% of land area),AG.LND.ARBL.ZS,17.9427843176711
Philippines,PHL,1984,Arable land (% of land area),AG.LND.ARBL.ZS,17.7080189153838
Philippines,PHL,1983,Arable land (% of land area),AG.LND.ARBL.ZS,17.6409430861589
Philippines,PHL,1982,Arable land (% of land area),AG.LND.ARBL.ZS,17.573867256934
Philippines,PHL,1981,Arable land (% of land area),AG.LND.ARBL.ZS,17.506791427709
Philippines,PHL,1980,Arable land (% of land area),AG.LND.ARBL.ZS,17.533621759399
Philippines,PHL,1979,Arable land (% of land area),AG.LND.ARBL.ZS,17.4397155984841
Philippines,PHL,1978,Arable land (% of land area),AG.LND.ARBL.ZS,17.2720260254217
Philippines,PHL,1977,Arable land (% of land area),AG.LND.ARBL.ZS,17.1043364523594
Philippines,PHL,1976,Arable land (% of land area),AG.LND.ARBL.ZS,16.7689573062347
Philippines,PHL,1975,Arable land (% of land area),AG.LND.ARBL.ZS,16.2658885870477
Philippines,PHL,1974,Arable land (% of land area),AG.LND.ARBL.ZS,16.097119286361
Philippines,PHL,1973,Arable land (% of land area),AG.LND.ARBL.ZS,15.9273044294672
Philippines,PHL,1972,Arable land (% of land area),AG.LND.ARBL.ZS,15.7580634345873
Philippines,PHL,1971,Arable land (% of land area),AG.LND.ARBL.ZS,15.5703077851539
Philippines,PHL,1970,Arable land (% of land area),AG.LND.ARBL.ZS,15.6574800509622
Philippines,PHL,1969,Arable land (% of land area),AG.LND.ARBL.ZS,15.7580634345873
Philippines,PHL,1968,Arable land (% of land area),AG.LND.ARBL.ZS,15.8586468182123
Philippines,PHL,1967,Arable land (% of land area),AG.LND.ARBL.ZS,15.9592302018373
Philippines,PHL,1966,Arable land (% of land area),AG.LND.ARBL.ZS,16.093341380004
Philippines,PHL,1965,Arable land (% of land area),AG.LND.ARBL.ZS,16.1603969690874
Philippines,PHL,1964,Arable land (% of land area),AG.LND.ARBL.ZS,16.2274525581707
Philippines,PHL,1963,Arable land (% of land area),AG.LND.ARBL.ZS,16.2945081472541
Philippines,PHL,1962,Arable land (% of land area),AG.LND.ARBL.ZS,16.3615637363374
Philippines,PHL,1961,Arable land (% of land area),AG.LND.ARBL.ZS,16.4319721048749
Philippines,PHL,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,12170.141244
Philippines,PHL,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,12445.3683085
Philippines,PHL,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,12570.8102114
Philippines,PHL,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,4.1356910066334
Philippines,PHL,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,4.22921942776347
Philippines,PHL,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,4.27184744162947
Philippines,PHL,2015,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,1511.452095905
Philippines,PHL,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,1236.225031424
Philippines,PHL,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,1110.783128511
Philippines,PHL,2015,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.513625825260924
Philippines,PHL,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.420097404141512
Philippines,PHL,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.37746939027301
Philippines,PHL,2015,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,4.64931683189432
Philippines,PHL,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,4.64931683190498
Philippines,PHL,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,4.64931683190248
Philippines,PHL,2021,Forest area (sq. km),AG.LND.FRST.K2,72234.8
Philippines,PHL,2020,Forest area (sq. km),AG.LND.FRST.K2,71885.9
Philippines,PHL,2019,Forest area (sq. km),AG.LND.FRST.K2,71537.0
Philippines,PHL,2018,Forest area (sq. km),AG.LND.FRST.K2,71188.1
Philippines,PHL,2017,Forest area (sq. km),AG.LND.FRST.K2,70839.3
Philippines,PHL,2016,Forest area (sq. km),AG.LND.FRST.K2,70490.4
Philippines,PHL,2015,Forest area (sq. km),AG.LND.FRST.K2,70141.5
Philippines,PHL,2014,Forest area (sq. km),AG.LND.FRST.K2,69792.64
Philippines,PHL,2013,Forest area (sq. km),AG.LND.FRST.K2,69443.78
Philippines,PHL,2012,Forest area (sq. km),AG.LND.FRST.K2,69094.92
Philippines,PHL,2011,Forest area (sq. km),AG.LND.FRST.K2,68746.06
Philippines,PHL,2010,Forest area (sq. km),AG.LND.FRST.K2,68397.2
Philippines,PHL,2009,Forest area (sq. km),AG.LND.FRST.K2,68866.74
Philippines,PHL,2008,Forest area (sq. km),AG.LND.FRST.K2,69336.28
Philippines,PHL,2007,Forest area (sq. km),AG.LND.FRST.K2,69805.82
Philippines,PHL,2006,Forest area (sq. km),AG.LND.FRST.K2,70275.36
Philippines,PHL,2005,Forest area (sq. km),AG.LND.FRST.K2,70744.9
Philippines,PHL,2004,Forest area (sq. km),AG.LND.FRST.K2,71214.44
Philippines,PHL,2003,Forest area (sq. km),AG.LND.FRST.K2,71683.98
Philippines,PHL,2002,Forest area (sq. km),AG.LND.FRST.K2,72153.52
Philippines,PHL,2001,Forest area (sq. km),AG.LND.FRST.K2,72623.06
Philippines,PHL,2000,Forest area (sq. km),AG.LND.FRST.K2,73092.6
Philippines,PHL,1999,Forest area (sq. km),AG.LND.FRST.K2,73562.15
Philippines,PHL,1998,Forest area (sq. km),AG.LND.FRST.K2,74031.7
Philippines,PHL,1997,Forest area (sq. km),AG.LND.FRST.K2,74501.25
Philippines,PHL,1996,Forest area (sq. km),AG.LND.FRST.K2,74970.8
Philippines,PHL,1995,Forest area (sq. km),AG.LND.FRST.K2,75440.35
Philippines,PHL,1994,Forest area (sq. km),AG.LND.FRST.K2,75909.9
Philippines,PHL,1993,Forest area (sq. km),AG.LND.FRST.K2,76379.45
Philippines,PHL,1992,Forest area (sq. km),AG.LND.FRST.K2,76849.0
Philippines,PHL,1991,Forest area (sq. km),AG.LND.FRST.K2,77318.55
Philippines,PHL,1990,Forest area (sq. km),AG.LND.FRST.K2,77788.1
Philippines,PHL,2021,Forest area (% of land area),AG.LND.FRST.ZS,24.226045544488
Philippines,PHL,2020,Forest area (% of land area),AG.LND.FRST.ZS,24.1090317604051
Philippines,PHL,2019,Forest area (% of land area),AG.LND.FRST.ZS,23.9920179763222
Philippines,PHL,2018,Forest area (% of land area),AG.LND.FRST.ZS,23.8750041922393
Philippines,PHL,2017,Forest area (% of land area),AG.LND.FRST.ZS,23.758023946071
Philippines,PHL,2016,Forest area (% of land area),AG.LND.FRST.ZS,23.6410101619881
Philippines,PHL,2015,Forest area (% of land area),AG.LND.FRST.ZS,23.5239963779052
Philippines,PHL,2014,Forest area (% of land area),AG.LND.FRST.ZS,23.4069960089882
Philippines,PHL,2013,Forest area (% of land area),AG.LND.FRST.ZS,23.2899956400711
Philippines,PHL,2012,Forest area (% of land area),AG.LND.FRST.ZS,23.172995271154
Philippines,PHL,2011,Forest area (% of land area),AG.LND.FRST.ZS,23.055994902237
Philippines,PHL,2010,Forest area (% of land area),AG.LND.FRST.ZS,22.9389945333199
Philippines,PHL,2009,Forest area (% of land area),AG.LND.FRST.ZS,23.0964684575913
Philippines,PHL,2008,Forest area (% of land area),AG.LND.FRST.ZS,23.2539423818627
Philippines,PHL,2007,Forest area (% of land area),AG.LND.FRST.ZS,23.4114163061341
Philippines,PHL,2006,Forest area (% of land area),AG.LND.FRST.ZS,23.5688902304055
Philippines,PHL,2005,Forest area (% of land area),AG.LND.FRST.ZS,23.7263641546769
Philippines,PHL,2004,Forest area (% of land area),AG.LND.FRST.ZS,23.8838380789483
Philippines,PHL,2003,Forest area (% of land area),AG.LND.FRST.ZS,24.0413120032196
Philippines,PHL,2002,Forest area (% of land area),AG.LND.FRST.ZS,24.198785927491
Philippines,PHL,2001,Forest area (% of land area),AG.LND.FRST.ZS,24.3562598517624
Philippines,PHL,2000,Forest area (% of land area),AG.LND.FRST.ZS,24.5137337760338
Philippines,PHL,1999,Forest area (% of land area),AG.LND.FRST.ZS,24.6712110540967
Philippines,PHL,1998,Forest area (% of land area),AG.LND.FRST.ZS,24.8286883321595
Philippines,PHL,1997,Forest area (% of land area),AG.LND.FRST.ZS,24.9861656102224
Philippines,PHL,1996,Forest area (% of land area),AG.LND.FRST.ZS,25.1436428882852
Philippines,PHL,1995,Forest area (% of land area),AG.LND.FRST.ZS,25.3011201663481
Philippines,PHL,1994,Forest area (% of land area),AG.LND.FRST.ZS,25.4585974444109
Philippines,PHL,1993,Forest area (% of land area),AG.LND.FRST.ZS,25.6160747224738
Philippines,PHL,1992,Forest area (% of land area),AG.LND.FRST.ZS,25.7735520005366
Philippines,PHL,1991,Forest area (% of land area),AG.LND.FRST.ZS,25.9310292785995
Philippines,PHL,1990,Forest area (% of land area),AG.LND.FRST.ZS,26.0885065566623
Philippines,PHL,2011,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,9.26590538336052
Philippines,PHL,2010,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,9.10743801652893
Philippines,PHL,2009,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,9.39669421487603
Philippines,PHL,2008,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,9.06744379683597
Philippines,PHL,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,8.2273112807464
Philippines,PHL,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,8.33333333333333
Philippines,PHL,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
Philippines,PHL,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348.0
