Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
India,IND,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,1792820.0
India,IND,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,1787510.0
India,IND,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,1779460.0
India,IND,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,1778170.0
India,IND,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,1780520.0
India,IND,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,1777920.0
India,IND,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,1783640.0
India,IND,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,1778070.0
India,IND,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,1775300.0
India,IND,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,1771770.0
India,IND,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,1767120.0
India,IND,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,1761540.0
India,IND,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,1764820.0
India,IND,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,1749520.0
India,IND,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.0459264291889
India,IND,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.0458628611021
India,IND,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2198133654425
India,IND,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2435646561437
India,IND,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2839387997403
India,IND,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3990999566123
India,IND,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4317248477225
India,IND,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4495508191538
India,IND,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4394606466455
India,IND,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4206256579633
India,IND,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4300431523044
India,IND,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3974182611942
India,IND,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5639061075814
India,IND,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4593046525785
India,IND,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4132261981239
India,IND,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5094191760365
India,IND,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5834137744308
India,IND,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6671622062499
India,IND,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6247834817149
India,IND,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7293849367178
India,IND,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7048321836142
India,IND,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8689656564162
India,IND,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8844372542623
India,IND,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8349954089715
India,IND,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8709836909178
India,IND,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7391387701425
India,IND,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8588754839079
India,IND,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9752488068371
India,IND,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0058556634457
India,IND,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9799575540076
India,IND,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0744688365022
India,IND,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0162821750376
India,IND,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0458800143953
India,IND,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.907980990115
India,IND,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0600062559069
India,IND,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9419512375597
India,IND,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.991729421934
India,IND,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0293993992984
India,IND,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.696423706524
India,IND,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8003524833596
India,IND,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6759070224237
India,IND,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.632519280638
India,IND,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.73611171839
India,IND,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7401477873933
India,IND,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4034723646992
India,IND,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4229800315486
India,IND,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4381152903111
India,IND,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2995435878635
India,IND,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.1209475344664
India,IND,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8501945721599
India,IND,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8068068303741
India,IND,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8858465150226
India,IND,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.7983983532838
India,IND,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.9907843091091
India,IND,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.803443439538
India,IND,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.7102775133779
India,IND,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.5915498168634
India,IND,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.4351521429845
India,IND,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.2474749343298
India,IND,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.357794153754
India,IND,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.8431953558299
India,IND,2021,Arable land (% of land area),AG.LND.ARBL.ZS,51.9468812958472
India,IND,2020,Arable land (% of land area),AG.LND.ARBL.ZS,51.9468812958472
India,IND,2019,Arable land (% of land area),AG.LND.ARBL.ZS,52.2566927777909
India,IND,2018,Arable land (% of land area),AG.LND.ARBL.ZS,52.29329810742
India,IND,2017,Arable land (% of land area),AG.LND.ARBL.ZS,52.4336271815794
India,IND,2016,Arable land (% of land area),AG.LND.ARBL.ZS,52.5755165327477
India,IND,2015,Arable land (% of land area),AG.LND.ARBL.ZS,52.6078050847743
India,IND,2014,Arable land (% of land area),AG.LND.ARBL.ZS,52.6246220389548
India,IND,2013,Arable land (% of land area),AG.LND.ARBL.ZS,52.617558918199
India,IND,2012,Arable land (% of land area),AG.LND.ARBL.ZS,52.6525381828945
India,IND,2011,Arable land (% of land area),AG.LND.ARBL.ZS,52.7981730060978
India,IND,2010,Arable land (% of land area),AG.LND.ARBL.ZS,52.8082631786061
India,IND,2009,Arable land (% of land area),AG.LND.ARBL.ZS,53.1160134401098
India,IND,2008,Arable land (% of land area),AG.LND.ARBL.ZS,53.1398935150461
India,IND,2007,Arable land (% of land area),AG.LND.ARBL.ZS,53.1489746703036
India,IND,2006,Arable land (% of land area),AG.LND.ARBL.ZS,53.3642316838144
India,IND,2005,Arable land (% of land area),AG.LND.ARBL.ZS,53.6272488471978
India,IND,2004,Arable land (% of land area),AG.LND.ARBL.ZS,53.7069612100135
India,IND,2003,Arable land (% of land area),AG.LND.ARBL.ZS,53.7466492218795
India,IND,2002,Arable land (% of land area),AG.LND.ARBL.ZS,53.959551861805
India,IND,2001,Arable land (% of land area),AG.LND.ARBL.ZS,53.9235635798587
India,IND,2000,Arable land (% of land area),AG.LND.ARBL.ZS,54.127048725443
India,IND,1999,Arable land (% of land area),AG.LND.ARBL.ZS,54.1421839842055
India,IND,1998,Arable land (% of land area),AG.LND.ARBL.ZS,54.2881551464925
India,IND,1997,Arable land (% of land area),AG.LND.ARBL.ZS,54.3527322505457
India,IND,1996,Arable land (% of land area),AG.LND.ARBL.ZS,54.1590009383861
India,IND,1995,Arable land (% of land area),AG.LND.ARBL.ZS,54.456997366465
India,IND,1994,Arable land (% of land area),AG.LND.ARBL.ZS,54.6635095638018
India,IND,1993,Arable land (% of land area),AG.LND.ARBL.ZS,54.6840262479021
India,IND,1992,Arable land (% of land area),AG.LND.ARBL.ZS,54.7243869379354
India,IND,1991,Arable land (% of land area),AG.LND.ARBL.ZS,54.884484341734
India,IND,1990,Arable land (% of land area),AG.LND.ARBL.ZS,54.9776502678941
India,IND,1989,Arable land (% of land area),AG.LND.ARBL.ZS,54.9833680323155
India,IND,1988,Arable land (% of land area),AG.LND.ARBL.ZS,54.7788738694803
India,IND,1987,Arable land (% of land area),AG.LND.ARBL.ZS,54.892220140657
India,IND,1986,Arable land (% of land area),AG.LND.ARBL.ZS,54.9608333137136
India,IND,1985,Arable land (% of land area),AG.LND.ARBL.ZS,55.0048937336665
India,IND,1984,Arable land (% of land area),AG.LND.ARBL.ZS,55.0311281821881
India,IND,1983,Arable land (% of land area),AG.LND.ARBL.ZS,54.7331317541092
India,IND,1982,Arable land (% of land area),AG.LND.ARBL.ZS,54.906010043085
India,IND,1981,Arable land (% of land area),AG.LND.ARBL.ZS,54.7936727891591
India,IND,1980,Arable land (% of land area),AG.LND.ARBL.ZS,54.7741651223097
India,IND,1979,Arable land (% of land area),AG.LND.ARBL.ZS,54.9726051816399
India,IND,1978,Arable land (% of land area),AG.LND.ARBL.ZS,54.9036556694998
India,IND,1977,Arable land (% of land area),AG.LND.ARBL.ZS,54.5067755508393
India,IND,1976,Arable land (% of land area),AG.LND.ARBL.ZS,54.5061028726721
India,IND,1975,Arable land (% of land area),AG.LND.ARBL.ZS,54.4324446133614
India,IND,1974,Arable land (% of land area),AG.LND.ARBL.ZS,54.3190983421847
India,IND,1973,Arable land (% of land area),AG.LND.ARBL.ZS,54.1653913809746
India,IND,1972,Arable land (% of land area),AG.LND.ARBL.ZS,53.8768124472368
India,IND,1971,Arable land (% of land area),AG.LND.ARBL.ZS,53.7321866412843
India,IND,1970,Arable land (% of land area),AG.LND.ARBL.ZS,54.0026032645071
India,IND,1969,Arable land (% of land area),AG.LND.ARBL.ZS,53.8061812396786
India,IND,1968,Arable land (% of land area),AG.LND.ARBL.ZS,53.8374607744544
India,IND,1967,Arable land (% of land area),AG.LND.ARBL.ZS,53.7402587792909
India,IND,1966,Arable land (% of land area),AG.LND.ARBL.ZS,53.3400152697944
India,IND,1965,Arable land (% of land area),AG.LND.ARBL.ZS,53.2142244525241
India,IND,1964,Arable land (% of land area),AG.LND.ARBL.ZS,53.0514363360566
India,IND,1963,Arable land (% of land area),AG.LND.ARBL.ZS,52.9633154961506
India,IND,1962,Arable land (% of land area),AG.LND.ARBL.ZS,52.7043344017705
India,IND,1961,Arable land (% of land area),AG.LND.ARBL.ZS,52.4036472610227
India,IND,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,32106.8378294
India,IND,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,32918.2794653
India,IND,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,33650.2521107
India,IND,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.02633157255454
India,IND,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.05227022695196
India,IND,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.07566856471845
India,IND,2015,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,7009.4472086
India,IND,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,6198.00557268
India,IND,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,5466.03292723
India,IND,2015,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.224064948861236
India,IND,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.198126294464706
India,IND,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.174727956693902
India,IND,2015,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.25039652141578
India,IND,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.25039652141667
India,IND,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.25039652141235
India,IND,2021,Forest area (sq. km),AG.LND.FRST.K2,724264.0
India,IND,2020,Forest area (sq. km),AG.LND.FRST.K2,721600.0
India,IND,2019,Forest area (sq. km),AG.LND.FRST.K2,718936.0
India,IND,2018,Forest area (sq. km),AG.LND.FRST.K2,716272.0
India,IND,2017,Forest area (sq. km),AG.LND.FRST.K2,713608.0
India,IND,2016,Forest area (sq. km),AG.LND.FRST.K2,710944.0
India,IND,2015,Forest area (sq. km),AG.LND.FRST.K2,708280.0
India,IND,2014,Forest area (sq. km),AG.LND.FRST.K2,705616.0
India,IND,2013,Forest area (sq. km),AG.LND.FRST.K2,702952.0
India,IND,2012,Forest area (sq. km),AG.LND.FRST.K2,700288.0
India,IND,2011,Forest area (sq. km),AG.LND.FRST.K2,697624.0
India,IND,2010,Forest area (sq. km),AG.LND.FRST.K2,694960.0
India,IND,2009,Forest area (sq. km),AG.LND.FRST.K2,693055.0
India,IND,2008,Forest area (sq. km),AG.LND.FRST.K2,691150.0
India,IND,2007,Forest area (sq. km),AG.LND.FRST.K2,689245.0
India,IND,2006,Forest area (sq. km),AG.LND.FRST.K2,687340.0
India,IND,2005,Forest area (sq. km),AG.LND.FRST.K2,685435.0
India,IND,2004,Forest area (sq. km),AG.LND.FRST.K2,683530.0
India,IND,2003,Forest area (sq. km),AG.LND.FRST.K2,681625.0
India,IND,2002,Forest area (sq. km),AG.LND.FRST.K2,679720.0
India,IND,2001,Forest area (sq. km),AG.LND.FRST.K2,677815.0
India,IND,2000,Forest area (sq. km),AG.LND.FRST.K2,675910.0
India,IND,1999,Forest area (sq. km),AG.LND.FRST.K2,672257.0
India,IND,1998,Forest area (sq. km),AG.LND.FRST.K2,668604.0
India,IND,1997,Forest area (sq. km),AG.LND.FRST.K2,664951.0
India,IND,1996,Forest area (sq. km),AG.LND.FRST.K2,661298.0
India,IND,1995,Forest area (sq. km),AG.LND.FRST.K2,657645.0
India,IND,1994,Forest area (sq. km),AG.LND.FRST.K2,653992.0
India,IND,1993,Forest area (sq. km),AG.LND.FRST.K2,650339.0
India,IND,1992,Forest area (sq. km),AG.LND.FRST.K2,646686.0
India,IND,1991,Forest area (sq. km),AG.LND.FRST.K2,643033.0
India,IND,1990,Forest area (sq. km),AG.LND.FRST.K2,639380.0
India,IND,2021,Forest area (% of land area),AG.LND.FRST.ZS,24.3598290052099
India,IND,2020,Forest area (% of land area),AG.LND.FRST.ZS,24.270228273336
India,IND,2019,Forest area (% of land area),AG.LND.FRST.ZS,24.1806275414622
India,IND,2018,Forest area (% of land area),AG.LND.FRST.ZS,24.0910268095884
India,IND,2017,Forest area (% of land area),AG.LND.FRST.ZS,24.0014260777145
India,IND,2016,Forest area (% of land area),AG.LND.FRST.ZS,23.9118253458407
India,IND,2015,Forest area (% of land area),AG.LND.FRST.ZS,23.8222246139668
India,IND,2014,Forest area (% of land area),AG.LND.FRST.ZS,23.732623882093
India,IND,2013,Forest area (% of land area),AG.LND.FRST.ZS,23.6430231502191
India,IND,2012,Forest area (% of land area),AG.LND.FRST.ZS,23.5534224183453
India,IND,2011,Forest area (% of land area),AG.LND.FRST.ZS,23.4638216864714
India,IND,2010,Forest area (% of land area),AG.LND.FRST.ZS,23.3742209545976
India,IND,2009,Forest area (% of land area),AG.LND.FRST.ZS,23.3101483591698
India,IND,2008,Forest area (% of land area),AG.LND.FRST.ZS,23.246075763742
India,IND,2007,Forest area (% of land area),AG.LND.FRST.ZS,23.1820031683142
India,IND,2006,Forest area (% of land area),AG.LND.FRST.ZS,23.1179305728864
India,IND,2005,Forest area (% of land area),AG.LND.FRST.ZS,23.0538579774586
India,IND,2004,Forest area (% of land area),AG.LND.FRST.ZS,22.9897853820307
India,IND,2003,Forest area (% of land area),AG.LND.FRST.ZS,22.9257127866029
India,IND,2002,Forest area (% of land area),AG.LND.FRST.ZS,22.8616401911751
India,IND,2001,Forest area (% of land area),AG.LND.FRST.ZS,22.7975675957473
India,IND,2000,Forest area (% of land area),AG.LND.FRST.ZS,22.7334950003195
India,IND,1999,Forest area (% of land area),AG.LND.FRST.ZS,22.6106303330766
India,IND,1998,Forest area (% of land area),AG.LND.FRST.ZS,22.4877656658337
India,IND,1997,Forest area (% of land area),AG.LND.FRST.ZS,22.3649009985907
India,IND,1996,Forest area (% of land area),AG.LND.FRST.ZS,22.2420363313478
India,IND,1995,Forest area (% of land area),AG.LND.FRST.ZS,22.1191716641049
India,IND,1994,Forest area (% of land area),AG.LND.FRST.ZS,21.996306996862
India,IND,1993,Forest area (% of land area),AG.LND.FRST.ZS,21.873442329619
India,IND,1992,Forest area (% of land area),AG.LND.FRST.ZS,21.7505776623761
India,IND,1991,Forest area (% of land area),AG.LND.FRST.ZS,21.6277129951332
India,IND,1990,Forest area (% of land area),AG.LND.FRST.ZS,21.5048483278902
India,IND,2021,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,42.2657783530901
India,IND,2020,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,42.2658230981323
India,IND,2019,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,39.9642159909513
India,IND,2018,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,38.7893080022906
India,IND,2017,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,38.3010121136423
India,IND,2016,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,37.4767510496831
India,IND,2015,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,38.0592736886044
India,IND,2014,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,37.899492566545
India,IND,2013,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,36.7856069627931
India,IND,2012,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,36.3294775163937
India,IND,2011,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,35.3987866644404
India,IND,2010,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,34.4923791438579
India,IND,2009,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,35.3416487104871
India,IND,2008,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,34.6501109831606
India,IND,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,34.9320788330921
India,IND,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,33.8165486420686
India,IND,2005,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,32.8692137725814
India,IND,2004,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,31.6329868329868
India,IND,2003,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,30.7335963028921
India,IND,2002,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,31.5330084182543
India,IND,2001,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,32.2073057893366
India,IND,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1976,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1975,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
India,IND,1971,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083.0
